Elapsed time,Front travel,Rear travel,Front brake,Rear brake,Acc x,Acc y,Acc z
2.761,19.9,37.1,0,0,0.43,1.05,1.06
2.772,20.8,37.3,0,0,0.36,0.99,1.27
2.772,21.7,37.5,0,0,0.29,0.92,1.49
2.773,22.6,37.7,0,0,0.22,0.86,1.71
2.773,23.5,37.9,0,0,0.15,0.80,1.93
2.774,24.5,38.8,0,0,0.32,0.48,1.95
2.822,25.5,39.6,0,0,0.57,0.16,1.96
2.823,26.6,40.4,0,0,0.81,-0.16,1.98
2.823,27.6,41.2,0,0,1.06,-0.47,2.00
2.824,28.7,42.0,0,0,1.30,-0.79,2.02
2.824,29.8,42.0,0,0,1.30,-0.79,2.02
2.825,29.8,42.0,0,0,1.30,-0.79,2.02
2.825,29.8,42.0,0,0,1.30,-0.79,2.02
2.826,29.8,42.0,0,0,1.30,-0.79,2.02
2.826,29.8,42.0,0,0,1.30,-0.79,1.58
2.837,30.1,41.4,0,0,0.95,-0.53,1.14
2.837,30.4,40.8,0,0,0.59,-0.28,0.71
2.838,30.7,40.2,0,0,0.24,-0.02,0.27
2.838,31.0,39.6,0,0,-0.11,0.24,-0.17
2.839,30.7,37.4,0,0,-0.21,0.44,0.06
2.887,30.2,35.9,0,0,0.05,0.39,0.29
2.888,29.6,34.4,0,0,0.31,0.34,0.52
2.888,29.1,32.9,0,0,0.57,0.28,0.74
2.889,28.5,31.4,0,0,0.83,0.23,0.97
2.889,28.5,31.4,0,0,0.83,0.23,0.97
2.890,28.5,31.4,0,0,0.83,0.23,0.97
2.890,28.5,31.4,0,0,0.83,0.23,0.97
2.891,28.5,31.4,0,0,0.83,0.23,0.97
2.891,28.5,31.4,0,0,0.83,0.18,0.95
2.903,27.4,31.3,0,0,0.80,0.14,0.92
2.903,26.2,31.2,0,0,0.77,0.10,0.90
2.904,25.1,31.2,0,0,0.74,0.05,0.87
2.904,24.0,31.1,0,0,0.71,0.01,0.84
2.905,22.8,31.0,0,0,0.90,-0.13,0.83
2.953,20.2,29.7,0,0,1.11,-0.27,0.82
2.954,17.6,28.4,0,0,1.33,-0.40,0.80
2.954,15.0,27.1,0,0,1.54,-0.54,0.79
2.955,12.4,25.8,0,0,1.76,-0.68,0.78
2.955,9.9,24.5,0,0,1.76,-0.68,0.78
2.956,9.9,24.5,0,0,1.76,-0.68,0.78
2.956,9.9,24.5,0,0,1.76,-0.68,0.78
2.957,9.9,24.5,0,0,1.76,-0.68,0.78
2.957,9.9,24.5,0,0,1.76,-0.68,0.78
2.958,9.9,24.9,0,0,1.16,-0.37,1.07
2.969,9.8,25.3,0,0,0.56,-0.06,1.36
2.970,9.8,25.7,0,0,-0.03,0.25,1.65
2.970,9.8,26.1,0,0,-0.63,0.55,1.94
2.971,9.8,26.5,0,0,-1.15,0.78,2.08
3.018,10.0,27.3,0,0,-1.08,0.70,1.93
3.019,10.2,28.1,0,0,-1.01,0.62,1.78
3.019,10.5,28.9,0,0,-0.94,0.54,1.62
3.020,10.7,29.7,0,0,-0.87,0.46,1.47
3.020,10.9,30.5,0,0,-0.87,0.46,1.47
3.021,10.9,30.5,0,0,-0.87,0.46,1.47
3.021,10.9,30.5,0,0,-0.87,0.46,1.47
3.022,10.9,30.5,0,0,-0.87,0.46,1.47
3.022,10.9,30.5,0,0,-0.87,0.46,1.47
3.023,11.4,30.7,0,0,-0.67,0.64,1.39
3.034,11.9,30.8,0,0,-0.48,0.81,1.31
3.035,12.4,31.0,0,0,-0.28,0.99,1.23
3.035,12.9,31.2,0,0,-0.09,1.16,1.15
3.036,13.4,32.5,0,0,0.03,1.12,1.30
3.071,15.4,33.6,0,0,-0.05,0.90,1.39
3.084,18.3,35.7,0,0,-0.03,0.78,1.49
3.084,21.2,37.7,0,0,-0.01,0.66,1.58
3.085,24.1,39.8,0,0,0.01,0.54,1.67
3.085,27.0,40.7,0,0,0.11,0.64,1.53
3.086,27.9,41.6,0,0,0.21,0.74,1.53
3.086,27.9,41.6,0,0,0.21,0.74,1.53
3.087,27.9,41.6,0,0,0.21,0.74,1.53
3.087,27.9,41.6,0,0,0.21,0.74,1.53
3.088,27.9,41.6,0,0,0.21,0.74,1.53
3.088,27.9,41.6,0,0,0.21,0.74,1.53
3.100,29.8,41.0,0,0,0.07,0.59,1.25
3.100,31.7,40.5,0,0,-0.07,0.45,0.97
3.101,33.6,39.9,0,0,-0.42,0.38,1.19
3.136,36.4,40.2,0,0,-0.76,0.31,1.42
3.137,39.2,40.6,0,0,-1.11,0.24,1.65
3.137,40.1,41.6,0,0,-1.31,0.32,2.19
3.149,41.2,43.1,0,0,-1.07,0.24,2.74
3.149,42.3,44.6,0,0,-0.62,0.08,2.77
3.150,42.4,45.1,0,0,-0.18,-0.07,2.81
3.150,42.6,45.6,0,0,0.27,-0.23,2.85
3.151,42.7,46.1,0,0,0.71,-0.38,2.85
3.151,42.7,46.1,0,0,0.71,-0.38,2.85
3.152,42.7,46.1,0,0,0.71,-0.38,2.85
3.152,42.7,46.1,0,0,0.71,-0.38,2.85
3.153,42.7,46.1,0,0,0.71,-0.38,2.85
3.153,42.7,46.1,0,0,0.71,-0.38,2.85
3.165,42.9,46.1,0,0,0.34,-0.56,2.75
3.200,42.3,46.0,0,0,-0.02,-0.74,2.65
3.201,41.7,46.0,0,0,-0.39,-0.92,2.55
3.201,41.1,45.9,0,0,-0.76,-1.09,2.45
3.202,40.5,45.9,0,0,-1.13,-1.27,2.35
3.202,39.7,45.9,0,0,-1.07,-1.09,2.75
3.214,39.0,45.7,0,0,-1.01,-0.92,3.14
3.214,38.4,45.4,0,0,-0.96,-0.74,3.54
3.215,37.7,45.2,0,0,-0.90,-0.56,3.94
3.215,37.0,45.0,0,0,-0.84,-0.39,4.34
3.216,36.3,44.8,0,0,-0.84,-0.39,4.34
3.216,36.3,44.8,0,0,-0.84,-0.39,4.34
3.217,36.3,44.8,0,0,-0.84,-0.39,4.34
3.217,36.3,44.8,0,0,-0.84,-0.34,3.86
3.264,34.3,43.7,0,0,-0.66,-0.30,3.37
3.265,32.3,42.6,0,0,-0.49,-0.26,2.89
3.265,30.2,41.5,0,0,-0.31,-0.22,2.41
3.266,28.2,40.4,0,0,-0.13,-0.18,1.92
3.266,26.2,39.3,0,0,0.05,-0.18,1.92
3.267,26.2,39.3,0,0,0.05,-0.18,1.92
3.267,26.2,39.3,0,0,0.05,-0.18,1.92
3.268,25.4,39.2,0,0,0.94,-0.21,1.45
3.280,24.5,39.2,0,0,1.83,-0.25,0.98
3.281,23.7,39.1,0,0,2.72,-0.29,0.51
3.281,22.8,39.0,0,0,3.61,-0.33,0.04
3.282,22.0,38.9,0,0,4.51,-0.37,-0.43
3.282,22.0,38.9,0,0,4.51,-0.37,-0.43
3.283,22.0,38.9,1,0,3.68,-0.14,-0.20
3.329,19.3,36.7,1,0,2.86,0.08,0.02
3.330,16.5,34.4,1,0,2.04,0.31,0.25
3.330,13.8,32.1,1,0,1.22,0.53,0.48
3.331,11.1,29.8,1,0,0.40,0.76,0.71
3.331,8.4,27.5,1,0,0.40,0.76,0.71
3.332,8.4,27.5,1,0,0.40,0.76,0.71
3.469,7.4,23.3,1,0,0.27,0.67,0.48
3.505,6.5,19.1,1,0,0.14,0.58,0.25
3.505,5.5,14.9,1,0,0.01,0.49,0.03
3.506,4.7,10.4,1,0,-0.04,0.38,-0.19
3.518,3.9,5.9,1,0,-0.09,0.27,-0.40
3.519,4.0,5.6,1,0,-0.02,0.26,-0.38
3.519,4.1,5.3,1,0,0.06,0.24,-0.37
3.520,4.2,5.0,1,0,0.14,0.22,0.52
3.556,8.1,5.2,1,0,0.06,0.33,0.64
3.567,13.6,5.6,0,0,0.08,0.14,0.76
3.567,19.1,6.0,0,0,0.10,-0.06,0.88
3.568,24.6,6.4,0,0,0.11,-0.25,1.00
3.568,30.1,6.8,0,0,0.13,-0.45,0.24
3.569,31.6,6.9,0,0,0.23,-0.76,0.24
3.569,31.6,6.9,0,0,0.23,-0.76,0.24
3.570,31.6,6.9,0,0,0.23,-0.76,0.24
3.570,31.6,6.9,0,0,0.23,-0.76,0.24
3.571,31.6,6.9,0,0,0.23,-0.76,0.24
3.571,31.6,6.9,0,0,0.23,-0.76,0.24
3.584,31.3,7.1,0,0,-0.00,-0.55,-0.31
3.584,31.0,7.4,0,0,-0.24,-0.35,-0.87
3.585,30.7,7.6,0,0,-0.47,-0.14,-1.42
3.621,30.5,13.4,0,0,-0.87,0.49,-0.61
3.621,30.2,19.2,0,0,-1.28,1.13,0.21
3.622,30.8,24.9,0,0,-0.88,1.11,1.19
3.632,31.4,30.6,0,0,-0.49,1.10,2.18
3.633,32.0,36.3,0,0,-0.09,1.08,3.17
3.633,32.5,36.4,0,0,0.48,0.63,2.79
3.634,33.0,36.5,0,0,1.05,0.19,2.41
3.634,33.0,36.5,0,0,1.05,0.19,2.41
3.635,33.0,36.5,0,0,1.05,0.19,2.41
3.635,33.0,36.5,0,0,1.05,0.19,2.41
3.636,33.0,36.5,0,0,1.05,0.19,2.41
3.636,33.0,36.5,0,0,1.05,0.19,2.41
3.637,33.1,35.6,0,0,0.67,-0.19,1.58
3.649,33.2,34.8,0,0,0.29,-0.57,0.75
3.686,33.5,34.0,0,0,-0.31,-0.50,0.48
3.687,33.7,33.2,0,0,-0.92,-0.43,0.20
3.687,34.0,32.5,0,0,-1.53,-0.35,-0.07
3.688,33.6,35.6,0,0,-1.08,0.62,0.82
3.698,33.2,38.7,0,0,-0.63,1.60,1.72
3.699,32.7,41.7,0,0,0.06,2.12,2.06
3.699,32.2,44.7,0,0,0.74,2.64,2.40
3.700,31.6,47.7,0,0,1.42,3.17,2.74
3.700,31.6,47.7,0,0,1.42,3.17,2.74
3.701,31.6,47.7,0,0,1.42,3.17,2.74
3.701,31.6,47.7,0,0,1.42,3.17,2.74
3.702,31.6,47.7,0,0,1.42,3.17,2.74
3.702,31.6,47.7,0,0,1.42,3.17,2.74
3.703,31.8,49.1,0,0,1.03,2.29,2.76
3.752,32.9,50.0,0,0,0.98,1.85,2.79
3.752,33.9,50.9,0,0,0.93,1.41,2.81
3.753,34.9,51.8,0,0,0.88,0.97,2.84
3.753,36.0,52.8,0,0,0.82,0.52,2.86
3.754,37.3,51.9,0,0,0.84,0.54,2.56
3.764,37.7,51.5,0,0,0.52,0.12,2.26
3.765,38.2,51.2,0,0,0.20,-0.30,1.95
3.765,38.6,50.8,0,0,-0.12,-0.72,1.65
3.766,39.1,50.5,0,0,-0.44,-1.14,1.35
3.766,39.1,50.5,0,0,-0.44,-1.14,1.35
3.767,39.1,50.5,0,0,-0.44,-1.14,1.35
3.767,39.1,50.5,0,0,-0.44,-1.14,1.35
3.768,39.1,50.5,0,0,-0.44,-1.14,1.35
3.768,39.1,50.5,0,0,-0.44,-0.74,1.32
3.816,38.6,50.0,0,0,-0.35,-0.34,1.30
3.816,38.0,49.6,0,0,-0.25,0.06,1.28
3.817,37.5,49.2,0,0,-0.16,0.46,1.25
3.817,37.0,48.7,0,0,-0.07,0.86,1.23
3.818,36.5,48.3,0,0,0.03,0.86,1.23
3.818,36.5,48.3,0,0,0.08,0.77,1.14
3.829,36.4,48.0,0,0,0.14,0.67,1.06
3.829,36.3,47.7,0,0,0.20,0.58,0.98
3.830,36.2,47.4,0,0,0.26,0.49,0.89
3.830,36.0,47.2,0,0,0.31,0.39,0.81
3.831,35.9,46.9,0,0,0.31,0.39,0.81
3.831,35.9,46.9,0,0,0.31,0.39,0.81
3.832,35.9,46.9,0,0,0.31,0.39,0.81
3.832,35.9,46.9,0,0,0.31,0.39,0.73
3.881,35.0,45.5,0,0,0.19,0.32,0.65
3.882,34.1,44.1,0,0,0.06,0.24,0.57
3.882,33.2,42.7,0,0,-0.07,0.17,0.49
3.883,32.3,41.4,0,0,-0.20,0.09,0.42
3.883,31.4,40.0,0,0,-0.32,0.02,0.42
3.884,31.4,40.0,0,0,-0.32,0.02,0.42
3.884,31.4,40.0,0,0,-0.32,0.02,0.42
3.885,31.1,39.5,0,0,-0.04,0.11,0.24
3.895,30.8,39.0,0,0,0.25,0.19,0.07
3.896,30.6,38.6,0,0,0.54,0.28,-0.11
3.896,30.3,38.1,0,0,0.83,0.37,-0.28
3.897,30.0,37.7,0,0,1.12,0.46,-0.46
3.897,30.0,37.7,0,0,1.12,0.46,-0.46
3.898,30.0,37.7,0,0,1.12,0.46,-0.16
3.947,29.9,39.5,0,0,0.89,0.45,0.13
3.947,29.7,41.3,0,0,0.65,0.44,0.42
3.948,29.5,43.1,0,0,0.41,0.43,0.71
3.948,29.3,44.9,0,0,0.17,0.42,1.00
3.949,29.2,46.8,0,0,-0.06,0.42,1.00
3.949,29.2,46.8,0,0,-0.06,0.42,1.00
3.950,29.2,46.8,0,0,-0.06,0.42,1.00
3.950,29.2,46.8,0,0,-0.06,0.42,1.00
3.951,29.9,46.8,0,0,0.02,0.40,1.21
3.961,30.7,46.8,0,0,0.11,0.37,1.42
3.962,31.4,46.8,0,0,0.19,0.35,1.64
3.962,32.2,46.9,0,0,0.28,0.33,1.85
3.963,32.9,46.9,0,0,0.36,0.30,2.06
3.963,32.9,46.9,0,0,0.36,0.30,1.83
4.011,34.2,48.0,0,0,0.42,0.34,1.61
4.012,35.5,49.2,0,0,0.47,0.39,1.39
4.012,36.8,50.3,0,0,0.53,0.43,1.17
4.013,38.1,51.5,0,0,0.59,0.47,0.94
4.013,39.3,52.6,0,0,0.65,0.51,0.94
4.014,39.3,52.6,0,0,0.65,0.51,0.94
4.014,39.3,52.6,0,0,0.65,0.51,0.94
4.015,39.3,52.6,0,0,0.65,0.51,0.94
4.015,39.3,52.6,0,0,0.65,0.51,0.94
4.016,39.3,52.6,0,0,0.65,0.51,0.94
4.016,39.3,52.6,0,0,0.65,0.51,0.94
4.017,39.3,53.5,0,0,0.50,0.42,1.10
4.027,39.2,54.3,0,0,0.36,0.34,1.25
4.028,39.0,55.2,0,0,0.22,0.25,1.40
4.065,37.9,55.3,0,0,0.03,-0.00,1.57
4.066,35.4,55.7,0,0,-0.11,-0.38,1.56
4.077,32.9,55.2,0,0,-0.10,-0.68,1.38
4.078,30.6,54.8,0,0,-0.10,-0.98,1.21
4.078,28.3,54.4,0,0,-0.09,-1.28,1.04
4.079,26.9,54.7,0,0,-0.03,-1.41,0.85
4.079,26.9,54.7,0,0,-0.03,-1.41,0.85
4.080,26.9,54.7,0,0,-0.03,-1.41,0.85
4.080,26.9,54.7,0,0,-0.03,-1.41,0.85
4.081,26.9,54.7,0,0,-0.03,-1.41,0.85
4.081,26.9,54.7,0,0,-0.03,-1.41,0.85
4.082,26.9,54.7,0,0,-0.03,-1.41,0.85
4.082,26.9,54.7,0,0,-0.03,-1.41,0.85
4.083,25.6,54.4,0,0,0.02,-1.27,0.99
4.130,21.7,54.1,0,0,0.06,-1.14,1.13
4.131,17.9,53.8,0,0,0.11,-1.01,1.28
4.131,14.1,53.5,0,0,0.16,-0.88,1.42
4.143,9.9,53.6,0,0,0.18,-0.64,1.52
4.143,7.0,54.0,0,0,0.15,-0.53,1.49
4.144,6.6,54.4,0,0,0.12,-0.43,1.45
4.144,6.2,54.8,0,0,0.09,-0.32,1.41
4.145,5.7,55.2,0,0,0.05,-0.22,1.38
4.145,5.7,55.2,0,0,0.05,-0.22,1.38
4.146,5.7,55.2,0,0,0.05,-0.22,1.38
4.146,5.7,55.2,0,0,0.05,-0.22,1.38
4.147,5.7,55.2,0,0,0.05,-0.22,1.38
4.147,5.7,55.2,0,0,0.05,-0.22,1.38
4.148,5.7,55.2,0,0,0.05,-0.08,1.33
4.194,6.0,54.0,0,0,-0.03,0.07,1.28
4.195,6.2,52.8,0,0,-0.12,0.21,1.23
4.195,6.4,51.5,0,0,-0.20,0.35,1.17
4.196,6.7,50.3,0,0,-0.29,0.49,1.12
4.196,6.9,49.1,0,0,-0.38,0.49,0.99
4.208,6.6,47.7,0,0,-0.26,0.35,0.86
4.208,6.3,46.3,0,0,-0.14,0.20,0.73
4.209,6.0,45.0,0,0,-0.02,0.06,0.60
4.209,5.8,43.6,0,0,0.09,-0.08,0.46
4.210,5.5,42.3,0,0,0.21,-0.23,0.46
4.210,5.5,42.3,0,0,0.21,-0.23,0.46
4.211,5.5,42.3,0,0,0.21,-0.23,0.46
4.211,5.5,42.3,0,0,0.21,-0.23,0.46
4.212,5.5,42.3,0,0,0.21,-0.23,0.23
4.259,5.4,38.4,0,0,0.13,-0.30,-0.00
4.260,5.3,34.6,0,0,0.04,-0.37,-0.24
4.260,5.3,30.7,0,0,-0.05,-0.45,-0.47
4.261,5.2,26.9,0,0,-0.13,-0.52,-0.70
4.261,5.1,23.1,0,0,-0.22,-0.60,-0.70
4.262,5.1,23.1,0,0,-0.22,-0.60,-0.70
4.262,5.1,23.1,0,0,-0.22,-0.55,-0.54
4.274,5.2,21.7,0,0,-0.07,-0.49,-0.38
4.274,5.3,20.3,0,0,0.07,-0.44,-0.22
4.275,5.4,18.9,0,0,0.22,-0.39,-0.06
4.275,5.5,17.5,0,0,0.36,-0.34,0.10
4.276,5.6,16.1,0,0,0.51,-0.34,0.10
4.276,5.6,16.1,0,0,0.51,-0.34,0.10
4.277,5.6,16.1,0,0,0.51,-0.24,0.09
4.324,5.2,14.0,0,0,0.46,-0.14,0.08
4.325,4.8,11.8,0,0,0.41,-0.04,0.07
4.325,4.4,9.7,0,0,0.36,0.07,0.06
4.326,3.9,7.5,0,0,0.32,0.17,0.05
4.326,3.5,5.4,0,0,0.27,0.17,0.05
4.327,3.5,5.4,0,0,0.27,0.17,0.05
4.327,3.5,5.4,0,0,0.27,0.17,0.05
4.328,3.5,5.4,0,0,0.27,0.17,0.05
4.328,3.5,5.4,0,0,0.27,0.17,0.05
4.329,3.4,5.3,0,0,0.16,0.28,0.14
4.340,3.3,5.2,0,0,0.05,0.40,0.22
4.341,3.1,5.1,0,0,-0.06,0.52,0.31
4.341,3.0,5.0,0,0,-0.17,0.63,0.40
4.342,2.9,4.9,0,0,-0.29,0.75,0.49
4.342,2.9,4.9,0,0,-0.25,0.70,0.35
4.377,3.1,5.7,0,0,-0.21,0.65,0.22
4.390,3.4,6.9,0,0,-0.16,0.59,0.09
4.390,3.7,8.1,0,0,-0.12,0.54,-0.05
4.391,3.9,9.3,0,0,-0.08,0.49,-0.18
4.391,4.2,10.5,0,0,-0.07,0.49,-0.17
4.392,4.2,10.9,0,0,-0.07,0.49,-0.17
4.392,4.2,10.9,0,0,-0.07,0.49,-0.17
4.393,4.2,10.9,0,0,-0.07,0.49,-0.17
4.393,4.2,10.9,0,0,-0.07,0.49,-0.17
4.394,4.2,10.9,0,0,-0.07,0.49,-0.17
4.536,8.8,12.3,0,0,-0.04,0.27,-0.32
4.572,13.4,13.8,0,0,-0.01,0.04,-0.47
4.572,18.0,15.2,0,0,0.01,-0.18,-0.63
4.585,22.6,22.2,0,0,0.04,-0.33,-0.06
4.621,28.5,31.7,0,0,0.06,-0.49,0.51
4.621,29.7,39.7,0,0,0.05,-0.42,1.24
4.622,31.0,47.7,0,0,0.05,-0.36,1.96
4.622,32.3,55.6,0,0,0.04,-0.29,2.68
4.623,35.1,58.9,0,0,0.07,-0.30,2.56
4.633,36.6,59.7,0,0,0.09,-0.32,2.45
4.634,38.1,60.6,0,0,0.12,-0.33,2.33
4.634,39.5,61.4,0,0,0.15,-0.34,2.21
4.635,41.0,62.3,0,0,0.18,-0.35,2.09
4.635,41.0,62.3,0,0,0.18,-0.35,2.09
4.636,41.0,62.3,0,0,0.18,-0.35,2.09
4.636,41.0,62.3,0,0,0.18,-0.35,2.09
4.637,41.0,62.3,0,0,0.18,-0.35,2.09
4.637,41.0,60.9,0,0,0.07,-0.18,1.74
4.686,43.3,59.6,0,0,-0.04,-0.01,1.39
4.687,45.5,58.3,0,0,-0.14,0.16,1.04
4.687,47.7,57.0,0,0,-0.25,0.33,0.69
4.688,49.9,55.7,0,0,-0.35,0.50,0.34
4.688,52.2,55.7,0,0,-0.35,0.50,0.34
4.689,52.2,56.0,0,0,-0.44,0.60,0.12
4.699,52.0,56.3,0,0,-0.52,0.70,-0.10
4.700,51.8,56.6,0,0,-0.61,0.80,-0.32
4.700,51.6,56.8,0,0,-0.70,0.90,-0.54
4.701,51.5,57.1,0,0,-0.78,1.00,-0.75
4.701,51.3,57.1,0,0,-0.78,1.00,-0.75
4.702,51.3,57.1,0,0,-0.78,1.00,-0.75
4.702,51.3,57.1,0,0,-0.78,1.00,-0.75
4.751,51.9,58.0,0,0,-0.39,0.71,0.05
4.751,52.5,58.9,0,0,-0.00,0.42,0.85
4.752,53.2,59.7,0,0,0.38,0.13,1.65
4.752,53.8,60.6,0,0,0.77,-0.16,2.45
4.753,54.4,61.5,0,0,1.16,-0.45,3.26
4.753,54.4,61.5,0,0,1.16,-0.45,3.26
4.754,54.4,61.5,0,0,1.16,-0.45,3.26
4.755,54.4,61.5,0,0,0.80,-0.13,2.81
4.765,54.8,63.0,0,0,0.44,0.19,2.36
4.765,55.3,64.5,0,0,0.09,0.50,1.91
4.766,55.7,65.9,0,0,-0.27,0.82,1.46
4.766,56.2,67.4,0,0,-0.63,1.13,1.01
4.767,56.6,68.9,0,0,-0.63,1.13,1.01
4.767,56.6,68.9,0,0,-0.63,1.13,1.72
4.815,56.8,69.6,0,0,-0.45,0.87,2.44
4.816,56.9,70.2,0,0,-0.28,0.61,3.16
4.816,57.1,70.9,0,0,-0.10,0.34,3.87
4.817,57.3,71.6,0,0,0.08,0.08,4.59
4.817,57.4,72.2,0,0,0.25,-0.18,4.59
4.818,57.4,72.2,0,0,0.25,-0.18,4.59
4.818,57.4,72.2,0,0,0.25,-0.18,4.59
4.819,57.4,72.2,0,0,0.25,-0.18,4.59
4.819,57.4,72.2,0,0,0.24,-0.30,4.45
4.830,57.5,72.3,0,0,0.23,-0.41,4.31
4.830,57.6,72.5,0,0,0.22,-0.53,4.17
4.831,57.8,72.6,0,0,0.21,-0.64,4.03
4.831,57.9,72.7,0,0,0.20,-0.75,3.89
4.832,58.0,72.8,0,0,0.20,-0.88,3.62
4.880,54.1,69.5,0,0,0.39,-1.01,3.36
4.881,50.2,66.3,0,0,0.58,-1.14,3.10
4.881,46.4,63.0,0,0,0.78,-1.27,2.84
4.882,42.5,59.7,0,0,0.97,-1.39,2.57
4.882,38.6,56.5,0,0,1.17,-1.39,2.57
4.883,38.6,56.5,0,0,1.17,-1.39,2.57
4.883,38.6,56.5,0,0,1.17,-1.39,2.57
4.884,38.6,56.5,0,0,1.17,-1.39,2.57
4.884,38.6,56.5,0,0,1.17,-1.39,2.57
4.885,38.6,56.5,0,0,1.17,-1.39,2.57
4.885,38.6,56.5,0,0,1.17,-0.86,2.69
4.896,37.1,54.3,0,0,0.72,-0.33,2.80
4.896,35.5,52.1,0,0,0.28,0.21,2.92
4.897,34.0,50.0,0,0,-0.56,0.35,2.56
4.946,28.2,44.3,0,0,-0.33,0.37,2.19
4.946,22.5,38.7,0,0,-0.10,-0.15,1.71
4.947,18.2,35.3,0,0,0.58,-0.66,1.23
4.947,14.0,31.9,0,0,1.25,-1.18,0.75
4.948,9.8,28.4,0,0,2.32,-1.30,0.75
4.948,9.8,28.4,0,0,2.32,-1.30,0.75
4.949,9.8,28.4,0,0,2.32,-1.30,0.75
4.949,9.8,28.4,0,0,2.32,-1.30,0.75
4.950,9.8,28.4,0,0,2.32,-1.30,0.75
4.950,9.8,28.4,0,0,2.32,-1.30,0.75
4.951,9.8,28.4,0,0,2.32,-1.30,0.75
4.951,9.8,28.4,0,0,2.32,-1.15,0.54
4.962,9.3,25.4,0,0,1.60,-1.00,0.32
4.962,8.9,22.4,0,0,0.87,-0.67,0.06
5.127,8.0,17.7,0,0,0.38,-0.34,-0.20
5.128,7.2,12.9,0,0,-0.12,-0.01,-0.45
5.128,6.3,8.1,0,0,-0.62,0.18,-0.50
5.129,5.9,6.4,0,0,-0.39,0.36,-0.54
5.129,5.5,4.6,0,0,-0.16,0.36,-0.54
5.130,5.5,4.6,0,0,-0.16,0.36,-0.54
5.130,5.5,4.6,0,0,-0.16,0.36,-0.54
5.131,5.5,4.6,0,0,-0.16,0.36,-0.54
5.131,5.5,4.6,0,0,-0.16,0.36,-0.54
5.132,5.5,5.1,0,0,-0.04,0.36,-0.45
5.143,5.5,5.6,0,0,0.08,0.36,-0.36
5.144,5.5,6.1,0,0,0.21,0.36,-0.26
5.144,5.5,6.6,0,0,0.33,0.35,-0.17
5.145,5.5,7.0,0,0,0.45,0.35,-0.09
5.179,5.3,7.7,0,0,0.35,0.30,-0.10
5.192,5.1,7.2,0,0,0.31,0.26,-0.11
5.192,4.8,6.7,0,0,0.27,0.23,-0.12
5.193,4.6,6.2,0,0,0.23,0.20,-0.12
5.193,4.4,5.7,0,0,0.19,0.17,-0.12
5.194,4.3,4.6,0,0,0.25,0.19,-0.12
5.194,4.3,4.6,0,0,0.25,0.19,-0.12
5.195,4.3,4.6,0,0,0.25,0.19,-0.12
5.195,4.3,4.6,0,0,0.25,0.19,-0.12
5.196,4.3,4.6,0,0,0.25,0.19,-0.12
5.196,4.3,4.6,0,0,0.25,0.19,-0.12
5.197,4.2,4.7,0,0,0.18,0.15,-0.19
5.208,4.1,4.8,0,0,0.12,0.10,-0.27
5.209,4.0,4.8,0,0,0.05,0.06,-0.34
5.209,3.9,4.9,0,0,-0.01,0.00,-0.38
5.245,3.9,5.4,0,0,-0.08,-0.06,-0.41
5.245,3.9,5.8,0,0,-0.07,-0.07,-0.37
5.257,3.8,5.8,0,0,-0.09,-0.14,-0.33
5.257,3.8,5.9,0,0,-0.11,-0.20,-0.29
5.258,3.7,6.0,0,0,-0.13,-0.25,-0.29
5.258,3.6,5.7,0,0,-0.15,-0.30,-0.28
5.259,3.6,5.4,0,0,-0.18,-0.34,-0.28
5.259,3.6,5.4,0,0,-0.18,-0.34,-0.28
5.260,3.6,5.4,0,0,-0.18,-0.34,-0.28
5.260,3.6,5.4,0,0,-0.18,-0.34,-0.28
5.261,3.6,5.4,0,0,-0.18,-0.34,-0.28
5.261,3.6,5.4,0,0,-0.18,-0.34,-0.25
5.273,3.6,6.4,0,0,-0.15,-0.36,-0.21
5.273,3.7,6.5,0,0,-0.12,-0.39,-0.15
5.308,3.8,6.5,0,0,-0.10,-0.43,-0.09
5.308,3.9,6.6,0,0,-0.08,-0.47,-0.03
5.309,3.9,6.6,0,0,-0.06,-0.50,-0.01
5.309,4.0,5.6,0,0,-0.09,-0.54,0.03
5.322,4.0,5.6,0,0,-0.12,-0.55,0.05
5.322,3.9,5.6,0,0,-0.14,-0.57,0.06
5.323,3.9,5.6,0,0,-0.17,-0.58,0.07
5.323,3.8,5.6,0,0,-0.19,-0.59,0.09
5.324,3.8,5.6,0,0,-0.19,-0.59,0.09
5.324,3.8,5.6,0,0,-0.19,-0.59,0.09
5.325,3.8,5.6,0,0,-0.19,-0.59,0.09
5.325,3.8,5.6,0,0,-0.19,-0.59,0.09
5.326,3.8,5.6,0,0,-0.19,-0.59,0.09
5.326,3.8,5.6,0,0,-0.14,-0.61,0.07
5.373,3.4,5.8,0,0,-0.08,-0.62,0.06
5.374,3.0,5.9,0,0,-0.02,-0.64,0.04
5.374,2.6,6.1,0,0,0.03,-0.65,0.03
5.375,2.2,6.3,0,0,0.09,-0.67,0.01
5.375,1.8,6.4,0,0,0.09,-0.67,0.01
5.376,1.8,6.4,0,0,0.08,-0.63,0.08
5.388,2.0,6.1,0,0,0.08,-0.59,0.15
5.388,2.2,5.7,0,0,0.07,-0.55,0.22
5.389,2.4,5.4,0,0,0.06,-0.51,0.29
5.389,2.5,5.1,0,0,0.06,-0.47,0.36
5.390,2.7,4.7,0,0,0.06,-0.47,0.36
